,Customer ID,Country Code,Phone Number,Valid,Contain Hex,Updated Country,From Multiple,Cleansed Country Code,Cleansed Phone Number
97,C00680,ID - Indonesia,+65 87280047,True,False,True,False,SG - Singapore,87280047
98,C06543,SG - Singapore,924241793,False,False,False,False,SG - Singapore,924241793
99,C19763,SG - Singapore,35806989,True,False,False,False,SG - Singapore,35806989
100,C36666,SG - Singapore,3662 2720,True,False,False,False,SG - Singapore,36622720
101,C05782,SG - Singapore,955 6610,False,False,False,False,SG - Singapore,9556610
102,C07753,SG - Singapore,8360387,False,False,False,False,SG - Singapore,8360387
103,C48386,SG - Singapore,(+65) 92120242,True,False,True,False,SG - Singapore,92120242
104,C30550,SG - Singapore,(65) 86557891,True,False,True,False,SG - Singapore,86557891
105,C48942,SG - Singapore,(65) 98080874,True,False,True,False,SG - Singapore,98080874
106,C16105,SG - Singapore,(65) 94590298,True,False,True,False,SG - Singapore,94590298
107,C35143,,9912887,False,False,False,False,,9912887
108,C27204,SG - Singapore,99214313,True,False,False,False,SG - Singapore,99214313
109,C05046,SG - Singapore,+65 99837360,True,False,True,False,SG - Singapore,99837360
110,C11504,SG - Singapore,9620 1232,True,False,False,False,SG - Singapore,96201232
111,C48468,SG - Singapore,3407 1629,True,False,False,False,SG - Singapore,34071629
113,C36389,SG - Singapore,1A62 197F,False,True,False,False,SG - Singapore,442636671
114,C39640,SG - Singapore,649 3391,False,False,False,False,SG - Singapore,6493391
115,C46305,SG - Singapore,,False,False,False,False,SG - Singapore,
116,C46339,SG - Singapore,88084025,True,False,False,False,SG - Singapore,88084025
117,C31687,SG - Singapore,3200 4053,True,False,False,False,SG - Singapore,32004053
118,C04516,SG - Singapore,9165 6954,True,False,False,False,SG - Singapore,91656954
119,C99999,SG - Singapore,95417938,True,False,False,False,SG - Singapore,95417938
120,C39023,SG - Singapore,(65) 63313765,True,False,True,False,SG - Singapore,63313765
121,C34494,SG - Singapore,85634287,True,False,False,False,SG - Singapore,85634287
122,C31539,SG - Singapore,,False,False,False,False,SG - Singapore,
123,C32000,SG - Singapore,915695677,False,False,False,False,SG - Singapore,915695677
124,C32631,SG - Singapore,+65 98952116,True,False,True,False,SG - Singapore,98952116
125,C09835,SG - Singapore,(65) 83817438,True,False,True,False,SG - Singapore,83817438
126,C42188,SG - Singapore,66053013,True,False,False,False,SG - Singapore,66053013
128,C10748,SG - Singapore,61382599,True,False,False,False,SG - Singapore,61382599
129,C42275,SG - Singapore,(65) 99258169,True,False,True,False,SG - Singapore,99258169
130,C19455,SG - Singapore,67878844,True,False,False,False,SG - Singapore,67878844
131,C44087,SG - Singapore,0x331FC4,False,True,False,False,SG - Singapore,3350468
132,C11034,SG - Singapore,34171538,True,False,False,False,SG - Singapore,34171538
133,C25499,SG - Singapore,+65 86884455,True,False,True,False,SG - Singapore,86884455
134,C10693,SG - Singapore,+65 89270106,True,False,True,False,SG - Singapore,89270106
135,C40111,SG - Singapore,3158 6405,True,False,False,False,SG - Singapore,31586405
136,C48548,SG - Singapore,8584714,False,False,False,False,SG - Singapore,8584714
137,C16266,SG - Singapore,(+65) 31910770,True,False,True,False,SG - Singapore,31910770
138,C29617,SG - Singapore,6943 6432,True,False,False,False,SG - Singapore,69436432
139,C25550,SG - Singapore,64043419,True,False,False,False,SG - Singapore,64043419
140,C44583,SG - Singapore,6743 8364,True,False,False,False,SG - Singapore,67438364
141,C40791,SG - Singapore,(+65) 86847281,True,False,True,False,SG - Singapore,86847281
142,C07090,SG - Singapore,32752709,True,False,False,False,SG - Singapore,32752709
144,C22201,SG - Singapore,9618006,False,False,False,False,SG - Singapore,9618006
145,C21383,SG - Singapore,+65 89842875,True,False,True,False,SG - Singapore,89842875
146,C37795,SG - Singapore,(65) 89004046,True,False,True,False,SG - Singapore,89004046
147,C12176,SG - Singapore,+65 62946155,True,False,True,False,SG - Singapore,62946155
148,C30292,MY - Malaysia,603-32629850,False,False,False,False,MY - Malaysia,60332629850
149,C12074,SG - Singapore,34598664,True,False,False,False,SG - Singapore,34598664
150,C40528,SG - Singapore,9385 6293,True,False,False,False,SG - Singapore,93856293
151,C43624,SG - Singapore,+65 63117692,True,False,True,False,SG - Singapore,63117692
152,C33424,SG - Singapore,8640927,False,False,False,False,SG - Singapore,8640927
153,C17143,ID - Indonesia,(65) 61505229,True,False,True,False,SG - Singapore,61505229
154,C02727,SG - Singapore,+65 92537729,True,False,True,False,SG - Singapore,92537729
155,C01223,SG - Singapore,33767702,True,False,False,False,SG - Singapore,33767702
156,C31845,SG - Singapore,35038302,True,False,False,False,SG - Singapore,35038302
157,C09537,SG - Singapore,3654 9378,True,False,False,False,SG - Singapore,36549378
158,C08056,SG - Singapore,6303-3623,True,False,False,False,SG - Singapore,63033623
159,C28591,SG - Singapore,(65) 0x24A890F,True,True,True,False,SG - Singapore,38439183
160,C19682,SG - Singapore,99 3029,False,False,False,False,SG - Singapore,993029
161,C30895,SG - Singapore,(65) 0x3C398C5,True,True,True,False,SG - Singapore,63150277
162,C12675,SG - Singapore,3409 8160,True,False,False,False,SG - Singapore,34098160
163,C29597,SG - Singapore,0x5A8A4C6,True,True,False,False,SG - Singapore,94938310
164,C33243,SG - Singapore,3153 4632,True,False,False,False,SG - Singapore,31534632
165,C03249,SG - Singapore,(+65) 67857761,True,False,True,False,SG - Singapore,67857761
166,C28776,SG - Singapore,6886 8401,True,False,False,False,SG - Singapore,68868401
167,C40172,SG - Singapore,(65) 35987018,True,False,True,False,SG - Singapore,35987018
168,C32104,SG - Singapore,3958 6986,True,False,False,False,SG - Singapore,39586986
169,C13419,SG - Singapore,(65) 86151732,True,False,True,False,SG - Singapore,86151732
170,C42683,SG - Singapore,(+65) 83171329-,True,False,True,False,SG - Singapore,83171329
171,C14222,,38379546,True,False,True,False,SG - Singapore,38379546
172,C27527,SG - Singapore,0x5180FE7,True,True,False,False,SG - Singapore,85463015
173,C46852,SG - Singapore,6752 2395,True,False,False,False,SG - Singapore,67522395
174,C08270,SG - Singapore,0x4272388,True,True,False,False,SG - Singapore,69673864
175,C21473,SG - Singapore,(65) 98837501,True,False,True,False,SG - Singapore,98837501
176,C10204,SG - Singapore,(+65) 85456427,True,False,True,False,SG - Singapore,85456427
177,C31914,SG - Singapore,(+65) 88481588,True,False,True,False,SG - Singapore,88481588
178,C06201,SG - Singapore,33748195,True,False,False,False,SG - Singapore,33748195
179,C16175,SG - Singapore,(+65) 33457007,True,False,True,False,SG - Singapore,33457007
180,C99999,MY - Malaysia,603-4666241,False,False,False,False,MY - Malaysia,6034666241
181,C26433,SG - Singapore,(65) 38990876,True,False,True,False,SG - Singapore,38990876
182,C33030,CN - China,+65 68048940,True,False,True,False,SG - Singapore,68048940
183,C16755,SG - Singapore,38759514,True,False,False,False,SG - Singapore,38759514
184,C14328,SG - Singapore,(65) 65986158,True,False,True,False,SG - Singapore,65986158
185,C17064,SG - Singapore,+65 82500661,True,False,True,False,SG - Singapore,82500661
186,C25703,SG - Singapore,+65 83974797,True,False,True,False,SG - Singapore,83974797
187,C28608,SG - Singapore,9921 4119,True,False,False,False,SG - Singapore,99214119
188,C21538,SG - Singapore,(65) 69483179,True,False,True,False,SG - Singapore,69483179
189,C14805,SG - Singapore,+65 89066295,True,False,True,False,SG - Singapore,89066295
190,C34500,SG - Singapore,0x3FF03E0,True,True,False,False,SG - Singapore,67044320
191,C14942,SG - Singapore,967567864,False,False,False,False,SG - Singapore,967567864
192,C99999,SG - Singapore,91850502,True,False,False,False,SG - Singapore,91850502
193,C49666,ID - Indonesia,(65) 93898917,True,False,True,False,SG - Singapore,93898917
194,C41516,SG - Singapore,,False,False,False,False,SG - Singapore,
195,C48181,SG - Singapore,6582-7975,True,False,False,False,SG - Singapore,65827975
196,C47493,SG - Singapore,3379 5568,True,False,False,False,SG - Singapore,33795568
197,C23468,SG - Singapore,(65) 36166708,True,False,True,False,SG - Singapore,36166708
198,C29551,SG - Singapore,95689741,True,False,False,False,SG - Singapore,95689741
199,C47248,SG - Singapore,(+65) 37782660,True,False,True,False,SG - Singapore,37782660
200,C36801,SG - Singapore,+65 83754037,True,False,True,False,SG - Singapore,83754037
201,C13206,SG - Singapore,(65) 83578362,True,False,True,False,SG - Singapore,83578362
202,C00633,SG - Singapore,(65) 32295262,True,False,True,False,SG - Singapore,32295262
203,C37376,SG - Singapore,8213514,False,False,False,False,SG - Singapore,8213514
204,C32672,SG - Singapore,32174042,True,False,False,False,SG - Singapore,32174042
205,C03318,SG - Singapore,,False,False,False,False,SG - Singapore,
206,C10637,SG - Singapore,(+65) 38027983,True,False,True,False,SG - Singapore,38027983
207,C28775,SG - Singapore,6243-8398,True,False,False,False,SG - Singapore,62438398
208,C01582,SG - Singapore,(65) 91145210,True,False,True,False,SG - Singapore,91145210
209,C12508,SG - Singapore,0x409D0E6,True,True,False,False,SG - Singapore,67752166
210,C44766,SG - Singapore,9527 3977,True,False,False,False,SG - Singapore,95273977
211,C45709,SG - Singapore,95879203,True,False,False,False,SG - Singapore,95879203
212,C13173,SG - Singapore,+65 61151824,True,False,True,False,SG - Singapore,61151824
213,C48203,SG - Singapore,+65 62496923,True,False,True,False,SG - Singapore,62496923
214,C28541,SG - Singapore,+65 81769828,True,False,True,False,SG - Singapore,81769828
215,C00802,SG - Singapore,(+65) 84659599,True,False,True,False,SG - Singapore,84659599
216,C12135,SG - Singapore,86376408,True,False,False,False,SG - Singapore,86376408
217,C01483,SG - Singapore,1AC4-163D,False,True,False,False,SG - Singapore,449058365
218,C10851,SG - Singapore,6537 1583,True,False,False,False,SG - Singapore,65371583
219,C31935,SG - Singapore,(65) 36264699.,True,False,True,False,SG - Singapore,36264699
220,C13034,SG - Singapore,92888281,True,False,False,False,SG - Singapore,92888281
221,C35268,SG - Singapore,+65 92663399,True,False,True,False,SG - Singapore,92663399
222,C17337,,(65) 62514722,True,False,True,False,SG - Singapore,62514722
223,C07927,SG - Singapore,0xA5365,False,True,False,False,SG - Singapore,676709
224,C08155,SG - Singapore,(65) 87498462,True,False,True,False,SG - Singapore,87498462
225,C46414,SG - Singapore,3819 2098,True,False,False,False,SG - Singapore,38192098
226,C38663,SG - Singapore,83640068,True,False,False,False,SG - Singapore,83640068
227,C13433,SG - Singapore,68917397,True,False,False,False,SG - Singapore,68917397
228,C12600,SG - Singapore,+65 99762122,True,False,True,False,SG - Singapore,99762122
229,C34091,SG - Singapore,(+65) 85209118,True,False,True,False,SG - Singapore,85209118
230,C08292,SG - Singapore,+65 85425163,True,False,True,False,SG - Singapore,85425163
231,C10787,MY - Malaysia,03-90679229,False,False,False,False,MY - Malaysia,0390679229
232,C18627,SG - Singapore,+65 96170706,True,False,True,False,SG - Singapore,96170706
233,C19769,SG - Singapore,(65) 87410340,True,False,True,False,SG - Singapore,87410340
234,C08951,SG - Singapore,91439851,True,False,False,False,SG - Singapore,91439851
235,C16489,SG - Singapore,6601657,False,False,False,False,SG - Singapore,6601657
236,C12188,SG - Singapore,63753967,True,False,False,False,SG - Singapore,63753967
237,C29051,SG - Singapore,31553404,True,False,False,False,SG - Singapore,31553404
238,C08021,SG - Singapore,(65) 38886728,True,False,True,False,SG - Singapore,38886728
239,C17000,SG - Singapore,9121040,False,False,False,False,SG - Singapore,9121040
240,C26488,SG - Singapore,939886121,False,False,False,False,SG - Singapore,939886121
241,C34561,SG - Singapore,(65) 89987711,True,False,True,False,SG - Singapore,89987711
242,C29041,SG - Singapore,,False,False,False,False,SG - Singapore,
243,C39778,MY - Malaysia,+65 95127439,True,False,True,False,SG - Singapore,95127439
244,C41918,SG - Singapore,+65 33673535,True,False,True,False,SG - Singapore,33673535
245,C46425,SG - Singapore,9398 3383,True,False,False,False,SG - Singapore,93983383
246,C11605,SG - Singapore,6514484,False,False,False,False,SG - Singapore,6514484
247,C45761,SG - Singapore,(65) 86821345,True,False,True,False,SG - Singapore,86821345
248,C39915,SG - Singapore,(+65) 66763511,True,False,True,False,SG - Singapore,66763511
249,C31602,ID - Indonesia,+65 69278970,True,False,True,False,SG - Singapore,69278970
250,C43007,SG - Singapore,9661662,False,False,False,False,SG - Singapore,9661662
251,C20946,SG - Singapore,0x247BC24,True,True,False,False,SG - Singapore,38255652
252,C07453,SG - Singapore,9731 7272,True,False,False,False,SG - Singapore,97317272
253,C43342,SG - Singapore,3124 5290,True,False,False,False,SG - Singapore,31245290
254,C13295,SG - Singapore,61602494,True,False,False,False,SG - Singapore,61602494
255,C09451,SG - Singapore,93075335,True,False,False,False,SG - Singapore,93075335
256,C39394,SG - Singapore,(65) 68526088,True,False,True,False,SG - Singapore,68526088
257,C33644,SG - Singapore,6922 6095,True,False,False,False,SG - Singapore,69226095
258,C23039,SG - Singapore,97780459,True,False,False,False,SG - Singapore,97780459
259,C34061,SG - Singapore,(+65) 99051313,True,False,True,False,SG - Singapore,99051313
260,C35620,SG - Singapore,61411809,True,False,False,False,SG - Singapore,61411809
261,C14219,SG - Singapore,3419 1802,True,False,False,False,SG - Singapore,34191802
262,C25885,SG - Singapore,8744677,False,False,False,False,SG - Singapore,8744677
263,C46667,SG - Singapore,3152133,False,False,False,False,SG - Singapore,3152133
264,C48137,SG - Singapore,67732290,True,False,False,False,SG - Singapore,67732290
265,C27488,SG - Singapore,6929 8567,True,False,False,False,SG - Singapore,69298567
267,C11040,SG - Singapore,83678857,True,False,False,False,SG - Singapore,83678857
268,C22608,SG - Singapore,+65 96735809,True,False,True,False,SG - Singapore,96735809
269,C06961,SG - Singapore,914807861,False,False,False,False,SG - Singapore,914807861
270,C03030,SG - Singapore,(+65) 95085031,True,False,True,False,SG - Singapore,95085031
271,C18115,SG - Singapore,(65) 34717516,True,False,True,False,SG - Singapore,34717516
272,C47334,SG - Singapore,(+65) 81651000,True,False,True,False,SG - Singapore,81651000
273,C99999,CN - China,+86-68089583,False,False,False,False,CN - China,+8668089583
274,C35702,SG - Singapore,32535732,True,False,False,False,SG - Singapore,32535732
275,C34444,SG - Singapore,81205222,True,False,False,False,SG - Singapore,81205222
276,C44075,SG - Singapore,6326 9166,True,False,False,False,SG - Singapore,63269166
277,C41526,SG - Singapore,+65 86387649,True,False,True,False,SG - Singapore,86387649
278,C27862,SG - Singapore,69068527,True,False,False,False,SG - Singapore,69068527
279,C18237,SG - Singapore,89335245,True,False,False,False,SG - Singapore,89335245
280,C22836,SG - Singapore,(65) 37385135,True,False,True,False,SG - Singapore,37385135
281,C24255,SG - Singapore,9301 6525,True,False,False,False,SG - Singapore,93016525
282,C07210,SG - Singapore,+65 85906316,True,False,True,False,SG - Singapore,85906316
283,C40149,SG - Singapore,91772985,True,False,False,False,SG - Singapore,91772985
284,C02796,SG - Singapore,926525691,False,False,False,False,SG - Singapore,926525691
285,C43284,SG - Singapore,6507-8782,True,False,False,False,SG - Singapore,65078782
286,C13593,SG - Singapore,(65) 85470087,True,False,True,False,SG - Singapore,85470087
287,C42811,SG - Singapore,3742 7947,True,False,False,False,SG - Singapore,37427947
288,C45720,SG - Singapore,6260 3869,True,False,False,False,SG - Singapore,62603869
289,C40245,SG - Singapore,6151341,False,False,False,False,SG - Singapore,6151341
290,C07744,SG - Singapore,(65) 97889446,True,False,True,False,SG - Singapore,97889446
291,C11312,SG - Singapore,89822703,True,False,False,False,SG - Singapore,89822703
292,C05763,MY - Malaysia,(65) 83452038,True,False,True,False,SG - Singapore,83452038
293,C47491,SG - Singapore,917206778,False,False,False,False,SG - Singapore,917206778
294,C10741,SG - Singapore,+65 94936087,True,False,True,False,SG - Singapore,94936087
295,C10515,,86655642,True,False,True,False,SG - Singapore,86655642
296,C49175,SG - Singapore,+65 84988591,True,False,True,False,SG - Singapore,84988591
297,C45327,SG - Singapore,69971084,True,False,False,False,SG - Singapore,69971084
298,C28057,SG - Singapore,(65) 31905025,True,False,True,False,SG - Singapore,31905025
299,C01979,SG - Singapore,+65 88557925,True,False,True,False,SG - Singapore,88557925
300,C32991,SG - Singapore,65820748,True,False,False,False,SG - Singapore,65820748
301,C41732,SG - Singapore,98319056,True,False,False,False,SG - Singapore,98319056
302,C48210,SG - Singapore,(65) 64842649,True,False,True,False,SG - Singapore,64842649
303,C27385,SG - Singapore,657 4410,False,False,False,False,SG - Singapore,6574410
304,C29203,SG - Singapore,0x4E77B18,True,True,False,False,SG - Singapore,82279192
305,C33055,SG - Singapore,3692 9396,True,False,False,False,SG - Singapore,36929396
306,C23499,MY - Malaysia,+65 84217426,True,False,True,False,SG - Singapore,84217426
307,C10882,SG - Singapore,9228 9141,True,False,False,False,SG - Singapore,92289141
308,C44011,SG - Singapore,34286046,True,False,False,False,SG - Singapore,34286046
309,C48274,SG - Singapore,(65) 92485395,True,False,True,False,SG - Singapore,92485395
310,C37624,SG - Singapore,81194192,True,False,False,False,SG - Singapore,81194192
311,C06878,SG - Singapore,96211149,True,False,False,False,SG - Singapore,96211149
312,C16013,SG - Singapore,63278855,True,False,False,False,SG - Singapore,63278855
313,C00935,SG - Singapore,,False,False,False,False,SG - Singapore,
314,C46075,SG - Singapore,(65) 65941573,True,False,True,False,SG - Singapore,65941573
315,C00919,MY - Malaysia,(65) 38684162,True,False,True,False,SG - Singapore,38684162
316,C41910,SG - Singapore,(65) 95650216,True,False,True,False,SG - Singapore,95650216
317,C01085,SG - Singapore,87283377,True,False,False,False,SG - Singapore,87283377
318,C22868,SG - Singapore,8287 6555,True,False,False,False,SG - Singapore,82876555
319,C10927,SG - Singapore,+65 88738527,True,False,True,False,SG - Singapore,88738527
320,C08995,SG - Singapore,9757 3997,True,False,False,False,SG - Singapore,97573997
321,C24487,SG - Singapore,0x5444A37,True,True,False,False,SG - Singapore,88361527
322,C05179,SG - Singapore,64169965,True,False,False,False,SG - Singapore,64169965
323,C36502,MY - Malaysia,03-99595234,False,False,False,False,MY - Malaysia,0399595234
324,C02586,SG - Singapore,(+65) 67395841,True,False,True,False,SG - Singapore,67395841
325,C26976,SG - Singapore,(65) 83785796,True,False,True,False,SG - Singapore,83785796
326,C08874,SG - Singapore,(+65) 37705009,True,False,True,False,SG - Singapore,37705009
327,C33298,SG - Singapore,96142738,True,False,False,False,SG - Singapore,96142738
328,C02929,SG - Singapore,84354286,True,False,False,False,SG - Singapore,84354286
329,C07651,SG - Singapore,930062010,False,False,False,False,SG - Singapore,930062010
330,C23020,SG - Singapore,9340 3789,True,False,False,False,SG - Singapore,93403789
331,C39551,SG - Singapore,(65) 82792520,True,False,True,False,SG - Singapore,82792520
332,C21594,SG - Singapore,,False,False,False,False,SG - Singapore,
333,C21135,SG - Singapore,(65) 92931108,True,False,True,False,SG - Singapore,92931108
334,C49424,SG - Singapore,(+65) 64217783,True,False,True,False,SG - Singapore,64217783
335,C02486,SG - Singapore,93164667,True,False,False,False,SG - Singapore,93164667
336,C04412,SG - Singapore,9223 1667,True,False,False,False,SG - Singapore,92231667
337,C23097,SG - Singapore,(65) 93011457,True,False,True,False,SG - Singapore,93011457
338,C04114,,(65) 61434428,True,False,True,False,SG - Singapore,61434428
339,C33761,SG - Singapore,6226 7640,True,False,False,False,SG - Singapore,62267640
340,C30802,SG - Singapore,6618-7984,True,False,False,False,SG - Singapore,66187984
341,C41246,SG - Singapore,3379 1158,True,False,False,False,SG - Singapore,33791158
343,C30906,SG - Singapore,6727 7330,True,False,False,False,SG - Singapore,67277330
344,C07007,SG - Singapore,(65) 83885980,True,False,True,False,SG - Singapore,83885980
345,C07218,SG - Singapore,(+65) 35931113,True,False,True,False,SG - Singapore,35931113
346,C19744,SG - Singapore,635532,False,False,False,False,SG - Singapore,635532
347,C13338,SG - Singapore,(65) 88910829,True,False,True,False,SG - Singapore,88910829
348,C36215,SG - Singapore,8607092,False,False,False,False,SG - Singapore,8607092
349,C18747,SG - Singapore,(65) 96549795,True,False,True,False,SG - Singapore,96549795
350,C38456,SG - Singapore,(+65) 33065432,True,False,True,False,SG - Singapore,33065432
351,C12095,SG - Singapore,(65) 83683587,True,False,True,False,SG - Singapore,83683587
352,C26421,SG - Singapore,+65 38197724,True,False,True,False,SG - Singapore,38197724
